index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
572690,770,6,29/11/2014,643,1,0,0,0,6583
139579,37,4,05/03/2015,769,1,1,0,0,7802
590143,224,2,13/01/2015,475,1,1,0,0,6580
8570,548,4,14/08/2014,569,1,0,0,1,5366
217139,119,5,03/07/2015,700,1,1,0,0,6854
34945,31,2,23/06/2015,438,1,0,0,0,3615
160276,665,4,11/07/2013,1238,1,0,0,1,7401
152122,95,2,22/07/2014,825,1,0,0,1,7100
647634,1085,2,08/10/2013,838,1,1,0,1,8353
491785,1078,4,02/01/2014,500,1,0,0,1,6767
305753,685,5,13/09/2013,862,1,1,0,0,7775
295606,959,7,20/07/2014,0,0,0,0,0,0
642698,1014,4,09/05/2013,0,0,0,a,0,0
380256,220,7,08/06/2014,0,0,0,0,0,0
621930,756,1,05/05/2014,2641,1,1,0,0,21615
642481,117,5,22/02/2013,529,1,1,0,0,4330
347285,733,3,20/02/2013,3177,1,1,0,0,13631
559953,511,7,24/08/2014,0,0,0,0,1,0
415579,450,2,26/11/2013,844,1,0,0,0,6017
66215,944,3,25/06/2014,899,1,0,0,0,5408
134552,602,6,20/06/2015,467,1,0,0,0,5227
645909,358,1,22/12/2014,1595,1,0,0,1,13976
136210,1087,5,28/02/2014,645,1,0,0,0,6241
68482,80,1,08/04/2013,683,1,1,0,0,8311
438382,1087,4,17/07/2014,622,1,1,0,0,6393
263982,203,2,05/05/2015,963,1,1,0,0,7790
654617,549,4,16/07/2015,561,1,1,0,1,5704
195466,491,3,01/10/2014,573,1,1,0,0,6184
663092,729,1,20/10/2014,1300,1,1,0,0,13166
559143,714,2,17/06/2014,343,1,1,0,1,4355
30369,709,5,20/02/2015,1379,1,1,0,0,10834
565224,679,3,24/09/2014,1028,1,0,0,0,8794
12797,452,3,13/05/2015,425,1,0,0,0,4115
474242,676,4,27/11/2014,1968,1,1,0,0,8835
446245,67,5,28/11/2014,950,1,1,0,0,10104
667379,399,2,08/10/2013,649,1,1,0,0,6504
631867,475,5,05/04/2013,835,1,0,0,1,5330
206475,721,6,25/01/2014,749,1,0,0,0,7377
710063,361,7,01/03/2015,0,0,0,0,0,0
145852,483,2,25/11/2014,1034,1,1,0,0,8777
614786,869,2,03/03/2015,1087,1,1,0,0,8698
155587,1110,2,30/09/2014,640,1,1,0,0,6256
579703,980,1,07/07/2014,582,1,0,0,1,5770
389214,457,1,19/01/2015,372,1,0,0,0,3844
432341,1055,7,23/03/2014,0,0,0,0,0,0
58248,851,1,13/07/2015,533,1,1,0,0,7214
317887,80,1,30/12/2013,780,1,0,0,1,7324
177224,176,7,19/05/2013,0,0,0,0,0,0
119100,814,2,14/01/2014,557,1,0,0,0,5766
318642,662,3,08/07/2015,677,1,0,0,0,5748
484812,714,4,30/10/2014,297,1,0,0,1,3824
289568,589,5,06/09/2013,426,1,0,0,0,3778
8944,318,6,25/07/2015,435,1,0,0,0,4607
459352,989,6,04/04/2015,431,1,0,0,0,3508
456195,828,5,10/05/2013,664,1,0,0,1,5312
121134,400,2,26/03/2013,1646,1,1,0,1,13882
640304,95,5,27/06/2014,824,1,0,0,0,6969
594246,444,2,17/03/2015,1118,1,1,0,0,10145
467476,185,4,22/01/2015,492,1,0,0,0,4870
199399,346,2,08/10/2013,695,1,1,0,0,7956
481728,38,5,22/08/2014,569,1,1,0,0,6741
465704,639,6,23/02/2013,265,1,0,0,0,2618
557821,607,6,12/04/2014,134,1,0,0,0,1224
540461,723,5,24/07/2015,573,1,0,0,0,5709
282017,571,4,31/10/2013,633,1,0,0,1,4601
379578,357,5,26/04/2013,990,1,1,0,0,7604
135250,607,2,05/08/2014,566,1,1,0,1,6539
120749,258,4,29/01/2015,432,1,1,0,0,5029
52457,908,7,04/01/2015,0,0,0,0,1,0
566785,44,2,24/06/2014,557,1,0,0,0,4504
517121,805,4,26/12/2013,0,0,0,c,1,0
401916,679,3,05/11/2014,1204,1,1,0,0,11784
210422,207,7,17/02/2013,0,0,0,0,0,0
107331,58,1,12/01/2015,651,1,1,0,0,8603
308537,524,6,15/03/2014,752,1,0,0,0,6826
91911,250,1,18/11/2013,870,1,1,0,0,12505
617587,638,3,06/05/2015,525,1,1,0,0,6329
435089,575,4,21/03/2013,570,1,1,0,0,6411
558464,272,7,15/02/2015,0,0,0,0,0,0
143284,365,5,16/05/2014,517,1,0,0,0,4862
73624,261,6,31/01/2015,613,1,0,0,0,6350
534628,99,2,20/01/2015,375,1,0,0,0,3919
692207,590,5,07/02/2014,468,1,1,0,0,5924
622893,215,3,23/01/2013,514,1,1,0,0,6536
660519,1016,7,12/10/2014,0,0,0,0,0,0
440578,347,3,06/02/2013,344,1,1,0,0,4842
262549,290,6,04/01/2014,392,1,0,0,0,3549
473558,952,2,05/05/2015,428,1,1,0,0,5010
516793,874,6,06/07/2013,432,1,0,0,1,3785
11587,431,1,19/05/2014,1240,1,1,0,0,13125
363995,758,5,08/08/2014,614,1,1,0,1,6595
630696,652,5,24/04/2015,659,1,0,0,0,5371
313864,407,3,01/01/2014,0,0,0,a,1,0
675326,533,1,09/12/2013,1023,1,0,0,0,9160
17452,1029,4,24/01/2013,861,1,1,0,0,6298
498400,155,1,06/05/2013,630,1,0,0,0,6160
187018,74,6,08/03/2014,700,1,0,0,0,5096
597785,765,1,20/04/2015,743,1,0,0,0,7735
205302,641,1,03/02/2014,741,1,1,0,0,8783
33343,980,5,27/03/2015,543,1,0,0,0,5649
261352,1070,6,20/04/2013,893,1,0,0,0,6885
662479,145,3,12/06/2013,1292,1,0,0,0,6957
7973,550,3,01/05/2013,0,0,1,a,0,0
506241,767,5,22/03/2013,767,1,1,0,0,7401
339039,785,6,04/04/2015,949,1,0,0,0,8879
565754,757,2,16/04/2013,442,1,0,0,0,4634
175348,430,6,22/06/2013,790,1,0,0,0,8302
5052,1020,1,04/02/2013,1333,1,1,0,0,11504
278040,539,6,21/09/2013,1214,1,0,0,0,11547
363117,407,7,28/06/2015,0,0,0,0,0,0
566383,888,4,19/03/2015,736,1,1,0,0,7912
219576,267,5,01/03/2013,1030,1,0,0,0,7197
507275,216,2,09/07/2013,700,1,0,0,0,5020
413080,766,5,04/01/2013,487,1,0,0,1,5007
370950,383,7,13/04/2014,0,0,0,0,0,0
682836,997,7,06/04/2014,0,0,0,0,0,0
689301,522,6,18/04/2015,717,1,0,0,0,7716
517589,918,7,08/03/2015,0,0,0,0,0,0
251073,325,2,21/04/2015,554,1,0,0,0,5520
73437,950,1,11/02/2013,521,1,0,0,0,4687
167665,688,1,24/11/2014,455,1,1,0,0,4836
17786,982,2,28/07/2015,818,1,1,0,1,7996
504303,657,7,04/05/2014,0,0,0,0,0,0
162450,973,2,30/09/2014,1386,1,1,0,0,10987
2474,141,1,09/03/2015,597,1,0,0,0,4971
465779,353,7,23/03/2014,1692,1,0,0,0,7978
118294,537,6,20/12/2014,607,1,0,0,0,6261
272113,456,6,22/03/2014,682,1,0,0,0,6160
698307,31,4,05/02/2015,591,1,1,0,0,5584
272847,108,2,09/06/2015,808,1,0,0,0,9151
670223,821,2,15/04/2014,1050,1,1,0,1,10619
441002,172,2,01/10/2013,826,1,0,0,0,6130
671929,1091,7,29/06/2014,0,0,0,0,0,0
300847,363,7,06/04/2014,0,0,0,0,0,0
448195,587,6,25/01/2014,749,1,0,0,0,9907
501083,711,7,28/04/2013,0,0,0,0,0,0
363249,750,3,20/05/2015,432,1,1,0,0,5715
179916,250,1,10/03/2014,570,1,0,0,0,6002
145861,1081,5,21/11/2014,1139,1,0,0,0,7350
232683,449,5,06/12/2013,1683,1,1,0,0,13334
565189,978,7,03/08/2014,0,0,0,0,0,0
465505,663,2,30/06/2015,850,1,1,0,0,9002
454323,425,3,02/01/2013,437,1,0,0,1,3261
288066,971,2,23/09/2014,800,1,0,0,0,5976
187220,481,6,07/02/2015,558,1,0,0,0,5874
550219,566,7,15/02/2015,0,0,0,0,0,0
673543,140,2,24/12/2013,649,1,0,0,1,6173
340430,564,1,11/08/2014,441,1,0,0,1,4390
486627,485,6,27/07/2013,447,1,0,0,0,4788
140246,238,1,03/06/2013,1512,1,1,0,0,12372
655413,498,6,02/02/2013,1016,1,0,0,0,8390
345764,235,5,21/02/2014,550,1,1,0,0,6573
210678,337,4,23/04/2015,335,1,0,0,0,4315
680396,1081,7,07/04/2013,0,0,0,0,0,0
597052,726,3,21/05/2014,1132,1,1,0,0,11855
684399,317,1,02/02/2015,584,1,1,0,0,6619
499179,785,3,16/04/2014,686,1,1,0,1,7217
377774,576,3,24/12/2014,772,1,0,0,1,6987
113825,1113,4,21/03/2013,849,1,1,0,0,8054
518691,979,4,02/04/2015,881,1,1,0,1,8751
529019,433,5,16/05/2014,606,1,0,0,0,5190
115960,764,2,12/08/2014,393,1,0,0,1,3514
606910,946,4,17/10/2013,485,1,0,0,1,3468
132331,1091,1,04/08/2014,882,1,1,0,1,11268
356562,971,7,10/11/2013,0,0,0,0,0,0
448875,689,7,07/06/2015,0,0,0,0,0,0
539259,956,7,21/09/2014,0,0,0,0,0,0
145741,610,1,29/09/2014,717,1,1,0,0,7500
679638,1043,3,11/06/2014,1004,1,0,0,0,6746
557951,533,5,26/04/2013,920,1,1,0,0,9347
564102,172,5,10/04/2015,759,1,0,0,1,6045
565969,30,1,02/12/2013,1241,1,1,0,0,14880
129371,513,4,12/02/2015,1825,1,0,0,0,14632
394644,528,7,13/04/2014,0,0,0,0,0,0
162004,992,7,28/12/2014,0,0,0,0,0,0
399242,60,6,07/06/2014,447,1,0,0,0,5171
578415,468,3,17/12/2014,1090,1,1,0,0,11188
296597,677,2,06/08/2013,575,1,0,0,1,5496
341351,433,4,19/09/2013,612,1,0,0,0,4812
690876,928,1,23/02/2015,536,1,0,0,0,5536
546251,3,3,27/11/2013,666,1,0,0,0,5119
482309,1036,7,14/07/2013,0,0,0,0,0,0
395314,864,1,09/03/2015,635,1,0,0,0,4866
5007,942,6,11/01/2014,507,1,0,0,0,5673
481920,731,3,16/04/2014,1176,1,1,0,1,13001
231819,1008,5,07/11/2014,769,1,1,0,0,6296
590907,365,6,08/06/2013,587,1,0,0,0,5420
6714,307,4,25/04/2013,331,1,1,0,0,3175
23058,762,6,06/09/2014,421,1,0,0,0,3952
681958,973,6,18/05/2013,612,1,0,0,0,5472
647413,561,4,05/03/2015,714,1,1,0,0,7094
173899,865,6,19/04/2014,952,1,0,0,0,8367
436048,230,5,27/03/2015,894,1,0,0,0,7595
581505,557,7,06/10/2013,0,0,0,0,0,0
100927,182,7,02/03/2014,0,0,0,0,0,0
107317,122,6,13/04/2013,710,1,0,0,0,5389
405592,87,2,28/07/2015,770,1,1,0,1,7770
58569,1098,7,08/06/2014,0,0,0,0,0,0
67200,465,3,17/07/2013,559,1,1,0,1,6639
419929,1077,5,16/05/2014,437,1,0,0,0,3453
404550,18,2,21/07/2015,596,1,0,0,1,5321
120668,588,4,30/01/2014,646,1,0,0,0,5471
141512,655,1,03/03/2014,1007,1,1,0,0,11989
492194,618,6,27/06/2015,530,1,0,0,0,6528
66363,642,3,15/10/2014,453,1,0,0,1,3276
450094,623,7,01/02/2015,0,0,0,0,0,0
283687,521,5,02/08/2013,506,1,1,0,1,6118
230353,509,5,04/10/2013,580,1,0,0,0,5941
38611,353,5,08/11/2013,1542,1,1,0,0,5622
693614,363,1,27/10/2014,930,1,0,0,1,6942
313580,770,2,14/05/2013,864,1,1,0,0,7841
518674,995,6,05/07/2014,642,1,0,0,0,6856
481522,973,4,10/04/2014,705,1,0,0,0,5285
311862,286,1,20/10/2014,568,1,1,0,0,7191
677364,928,6,19/01/2013,718,1,0,0,0,7465
316258,6,2,10/03/2015,573,1,0,0,0,4477
709923,335,3,20/11/2013,3121,1,1,0,0,18520
242955,82,6,01/11/2014,0,0,0,a,0,0
365471,822,4,26/02/2015,491,1,0,0,0,5103
670871,497,1,20/10/2014,1263,1,1,0,1,10801
399429,136,5,19/06/2015,462,1,1,0,0,5920
370702,548,5,16/08/2013,408,1,1,0,1,5042
678178,837,2,27/05/2014,441,1,0,0,0,3336
533630,544,5,14/03/2014,1720,1,0,0,0,11874
218290,717,5,31/10/2014,745,1,0,0,0,6622
407546,270,4,14/08/2014,1051,1,0,0,1,7531
134672,601,3,12/02/2014,328,1,0,0,0,3806
387856,714,6,29/03/2014,338,1,0,0,0,4466
295365,810,4,16/07/2015,484,1,1,0,0,5961
407271,614,1,12/01/2015,857,1,1,0,0,8348
92449,938,4,04/04/2013,904,1,0,0,0,7936
423224,681,7,05/04/2015,0,0,0,0,0,0
333953,1,5,19/06/2015,487,1,1,0,0,4469
593792,34,4,25/09/2014,850,1,0,0,0,5996
271776,896,3,22/10/2014,1006,1,1,0,1,6425
500451,201,7,13/10/2013,0,0,0,0,0,0
133560,303,7,23/03/2014,0,0,0,0,0,0
359999,604,5,05/04/2013,568,1,0,0,1,5424
587550,334,6,21/09/2013,485,1,0,0,0,4544
398351,939,7,26/10/2014,0,0,0,0,0,0
69446,775,6,26/01/2013,646,1,0,0,0,8116
686451,137,1,23/09/2013,1036,1,1,0,0,9608
555367,4,7,17/02/2013,0,0,0,0,0,0
408959,48,5,24/05/2013,512,1,0,0,0,5324
331552,585,5,03/05/2013,1155,1,1,0,0,8890
432333,895,7,23/11/2014,0,0,0,0,0,0
479546,985,1,08/09/2014,684,1,0,0,1,5783
178225,201,2,01/01/2013,0,0,0,a,1,0
683400,642,4,03/10/2013,0,0,0,a,0,0
336352,931,6,28/06/2014,475,1,0,0,0,3812
90376,890,6,02/03/2013,441,1,0,0,0,5246
61771,281,3,19/11/2014,459,1,0,0,0,4378
576336,583,6,08/06/2013,260,1,0,0,0,2091
533240,378,1,05/05/2014,1298,1,1,0,0,12618
690893,408,6,17/01/2015,522,1,0,0,0,5366
102194,674,2,04/11/2014,1099,1,1,0,0,9603
469244,747,3,04/06/2014,697,1,1,0,1,8427
418830,624,7,17/11/2013,0,0,0,0,0,0
549279,513,7,15/12/2013,0,0,0,0,0,0
315495,730,1,30/06/2014,1254,1,1,0,0,12885
497733,811,4,17/10/2013,517,1,0,0,1,3561
187381,861,3,23/04/2014,453,1,0,0,1,3089
422440,423,4,29/05/2014,2334,1,0,a,0,13148
458836,999,3,25/06/2014,495,1,0,0,0,5985
310687,929,3,04/03/2015,714,1,1,0,0,7385
381209,397,4,17/10/2013,637,1,0,0,0,4587
285016,53,5,28/02/2014,582,1,0,0,0,5280
318964,837,2,04/06/2013,360,1,1,0,0,2350
290149,386,5,11/07/2014,512,1,0,0,1,4990
665242,463,1,03/11/2014,1594,1,1,0,0,14369
105436,371,5,25/04/2014,448,1,0,0,1,5088
672565,326,5,26/12/2014,0,0,0,c,1,0
573184,472,1,04/11/2013,779,1,1,0,0,7160
114874,363,4,22/08/2013,818,1,0,0,0,6152
550472,454,5,29/05/2015,890,1,0,0,0,7106
525244,367,5,18/07/2014,567,1,1,0,1,5472
650106,1020,4,02/10/2014,1175,1,1,0,0,9899
32461,876,5,19/09/2014,962,1,1,0,0,8465
575341,1026,2,29/04/2014,1369,1,1,0,0,12293
479137,553,1,07/07/2014,517,1,0,0,0,5844
121650,603,7,06/07/2014,0,0,0,0,0,0
618378,696,5,06/12/2013,932,1,1,0,0,9823
137018,305,5,19/12/2014,671,1,1,0,0,7391
686970,18,5,20/09/2013,696,1,0,0,0,5716
517037,748,4,06/03/2014,543,1,1,0,0,6798
334404,323,2,17/06/2014,658,1,1,0,0,8101
427688,1002,2,25/02/2014,567,1,0,0,0,4138
429041,1048,4,24/07/2014,422,1,0,0,1,4804
560692,689,5,19/06/2015,767,1,1,0,0,7486
663994,960,6,01/06/2013,537,1,0,0,0,5295
254238,604,4,18/06/2015,488,1,1,0,0,5823
150634,225,2,25/06/2013,464,1,0,0,0,4147
143727,881,1,12/01/2015,791,1,1,0,0,7845
366256,706,6,21/12/2013,896,1,0,0,0,9064
502973,97,1,16/03/2015,957,1,1,0,0,10561
460836,443,6,08/11/2014,412,1,0,0,0,3977
332583,684,1,03/02/2014,741,1,1,0,0,10134
572062,365,5,01/03/2013,547,1,0,0,0,5008
272583,403,3,04/06/2014,840,1,1,0,0,8289
679081,667,6,07/02/2015,828,1,0,0,0,7600
429881,663,2,06/08/2013,413,1,0,0,1,2834
228797,38,6,13/06/2015,591,1,0,0,0,6458
94768,220,2,24/12/2013,348,1,0,0,1,2687
504008,961,5,24/01/2014,735,1,1,0,0,6569
511383,188,6,11/05/2013,492,1,0,0,0,5580
654685,976,6,08/03/2014,507,1,0,0,0,4620
305842,1094,5,01/03/2013,362,1,0,0,0,4321
347639,845,1,09/06/2014,0,0,0,a,0,0
674744,682,3,01/07/2015,2176,1,1,0,0,15280
10049,242,7,01/03/2015,0,0,0,0,0,0
512167,912,4,07/03/2013,730,1,1,0,0,5595
636181,177,6,13/04/2013,191,1,0,0,0,1479
448968,832,1,27/07/2015,713,1,1,0,1,9384
500877,77,6,08/03/2014,729,1,0,0,0,8429
33702,1033,4,11/09/2014,1161,1,0,0,0,11065
442873,1089,4,23/04/2015,913,1,0,0,0,8696
416938,264,5,10/01/2014,1008,1,1,0,0,7640
289399,927,1,11/11/2013,1052,1,0,0,0,6263
342344,288,1,11/05/2015,370,1,0,0,0,4469
229437,642,7,17/05/2015,0,0,0,0,0,0
496251,245,7,15/03/2015,0,0,0,0,0,0
224968,370,3,09/04/2014,552,1,0,0,0,5934
487854,180,7,27/04/2014,0,0,0,0,0,0
529747,763,3,22/05/2013,528,1,0,0,0,4628
642114,278,5,03/04/2015,0,0,1,b,1,0
380786,671,4,05/03/2015,680,1,1,0,0,7303
349217,57,6,24/01/2015,593,1,0,0,0,6078
197123,436,5,19/04/2013,622,1,0,0,0,5200
351234,44,4,07/02/2013,598,1,1,0,1,5419
624680,1034,1,09/09/2013,1062,1,1,0,0,10185
397824,754,4,18/07/2013,1177,1,1,0,1,9672
688492,193,1,27/01/2014,552,1,0,0,0,4735
202767,454,2,14/05/2013,780,1,1,0,1,7523
11066,216,1,06/07/2015,855,1,0,0,1,7610
453009,278,5,30/05/2014,1013,1,0,0,1,6155
633508,331,1,06/05/2013,977,1,0,0,0,7021
233177,248,1,25/08/2014,1265,1,0,0,0,8622
461738,561,6,20/07/2013,498,1,0,0,0,4886
700269,761,3,23/01/2013,995,1,1,0,0,8747
124506,949,2,25/03/2014,405,1,0,0,0,3896
380960,205,3,05/03/2014,949,1,1,0,0,7560
320975,1008,7,04/08/2013,0,0,0,0,0,0
120265,726,2,04/02/2014,1487,1,1,0,0,15322
543272,788,7,05/04/2015,0,0,0,0,0,0
531336,638,3,17/04/2013,407,1,0,0,0,4571
547747,956,2,27/05/2014,456,1,0,0,0,3586
377753,894,3,16/07/2014,1209,1,1,0,1,10124
4258,384,6,07/09/2013,494,1,0,0,0,4519
69976,103,6,24/08/2013,271,1,0,0,0,2866
401292,54,4,09/05/2013,0,0,0,a,0,0
148557,11,5,15/08/2014,1003,1,0,0,1,7369
306120,130,7,08/06/2014,0,0,0,0,0,0
430578,714,2,01/07/2014,295,1,1,0,0,3992
247065,660,7,09/03/2014,0,0,0,0,0,0
65488,574,4,04/09/2014,625,1,1,0,1,8381
545628,599,6,09/08/2014,914,1,0,0,0,9373
434567,450,2,08/01/2013,1003,1,1,0,0,8471
75192,31,4,19/02/2015,575,1,1,0,0,5641
177443,877,5,23/01/2015,775,1,0,0,0,5755
37822,74,7,07/09/2014,0,0,0,0,0,0
215800,1035,4,04/04/2013,611,1,0,0,1,4696
676451,414,7,23/02/2014,0,0,0,0,0,0
249444,93,7,15/09/2013,0,0,0,0,0,0
525116,855,2,23/06/2015,560,1,0,0,0,4675
600456,661,5,03/05/2013,674,1,1,0,0,6563
48187,708,2,24/12/2013,282,1,0,0,1,2232
600644,323,1,22/07/2013,543,1,0,0,1,5518
58435,1044,7,31/05/2015,0,0,0,0,0,0
560793,982,4,09/04/2015,590,1,0,0,1,6399
202077,1024,3,10/07/2013,664,1,0,0,1,4699
383928,1097,2,29/04/2014,2773,1,1,0,0,10635
72717,529,3,13/03/2013,551,1,0,0,0,4688
232065,140,1,20/04/2015,984,1,0,0,0,7081
226819,115,7,16/06/2013,0,0,0,0,0,0
630461,817,7,02/06/2013,0,0,0,0,0,0
206624,632,5,20/12/2013,1201,1,1,0,1,11812
161054,157,2,29/10/2013,912,1,0,0,1,7167
533021,776,3,10/09/2014,493,1,0,0,0,4209
262116,580,3,17/04/2013,1611,1,0,0,0,9540
476419,802,3,02/01/2013,468,1,0,0,1,5600
344860,640,6,06/09/2014,883,1,0,0,0,10836
619576,53,3,30/01/2013,493,1,0,0,0,3990
464044,1035,4,09/05/2013,0,0,0,a,0,0
179391,637,1,17/03/2014,765,1,1,0,0,9037
621631,998,4,16/07/2015,551,1,1,0,0,5184
186048,1094,4,02/01/2014,340,1,0,0,1,3788
316704,658,3,10/06/2015,529,1,0,0,0,5705
500463,320,1,05/01/2015,2576,1,1,0,1,20920
447863,144,1,05/01/2015,966,1,1,0,1,10041
291871,255,5,03/10/2014,0,0,1,a,0,0
400901,1091,7,04/01/2015,0,0,0,0,0,0
518423,983,2,29/07/2014,1263,1,1,0,1,10025
247155,774,2,23/07/2013,561,1,0,0,1,7233
238381,531,1,06/07/2015,678,1,0,0,0,5777
233159,496,2,11/03/2014,660,1,0,0,0,5368
221909,1044,5,14/03/2014,727,1,0,0,0,5037
562042,971,2,12/11/2013,800,1,0,0,0,5894
25561,685,3,10/07/2013,732,1,0,0,0,7217
245129,558,2,15/01/2013,394,1,0,0,0,2704
191398,946,6,01/11/2014,0,0,0,a,0,0
200494,592,2,30/09/2014,718,1,1,0,0,6125
19950,61,3,06/08/2014,605,1,1,0,1,6438
285577,445,5,02/01/2015,1491,1,0,0,1,10074
69363,626,4,28/03/2013,1237,1,1,0,0,11086
496955,111,2,10/02/2015,478,1,0,0,0,4292
475788,804,6,16/02/2013,539,1,0,0,0,5877
289514,291,6,30/03/2013,965,1,0,0,0,9019
333525,84,6,24/05/2014,1225,1,0,0,0,10606
306918,307,4,21/02/2013,373,1,1,0,1,3256
402360,122,4,22/05/2014,746,1,1,0,0,6580
303589,1006,3,17/09/2014,832,1,1,0,0,6490
244528,475,7,17/05/2015,0,0,0,0,0,0
151834,298,7,16/03/2014,0,0,0,0,0,0
198776,677,6,20/06/2015,508,1,0,0,0,5376
20068,557,3,25/12/2013,0,0,0,c,1,0
242091,461,2,25/11/2014,464,1,1,0,0,5480
551042,665,5,29/11/2013,1402,1,0,0,0,7883
512496,594,6,08/02/2014,237,1,0,0,0,2200
559336,1107,1,07/10/2013,933,1,1,0,0,10508
455487,1077,2,23/06/2015,425,1,0,0,0,4067
504600,209,4,21/02/2013,647,1,1,0,0,6167
418461,11,4,15/05/2014,1086,1,0,0,0,7177
529989,979,4,24/10/2013,632,1,1,0,1,6379
682072,331,5,07/03/2014,974,1,1,0,0,8012
200886,518,1,10/03/2014,400,1,0,0,0,3889
621157,492,3,01/04/2015,1263,1,1,0,1,10590
591055,601,7,21/12/2014,0,0,0,0,0,0
226550,1088,3,10/12/2014,437,1,0,0,0,4388
473677,719,7,23/06/2013,0,0,0,0,0,0
589284,1031,6,22/11/2014,351,1,0,0,0,3564
397443,732,4,21/05/2015,805,1,1,0,0,8281
171758,110,4,23/10/2014,524,1,1,0,1,4727
339057,324,2,02/07/2013,1072,1,1,0,0,10439
244235,749,7,01/03/2015,0,0,0,0,0,0
412534,383,2,30/04/2013,2739,1,1,0,0,22614
125690,738,5,11/04/2014,713,1,0,0,0,7694
104072,958,1,04/11/2013,632,1,1,0,0,5979
467406,1063,7,02/03/2014,0,0,0,0,0,0
157197,373,1,18/05/2015,324,1,1,0,0,5334
146568,905,3,04/02/2015,1069,1,1,0,0,7241
257535,860,7,18/05/2014,0,0,0,0,0,0
505894,1064,5,01/02/2013,1038,1,0,0,0,8446
545482,182,7,30/03/2014,0,0,0,0,0,0
180586,121,7,28/07/2013,0,0,0,0,0,0
491701,447,5,18/01/2013,535,1,0,0,0,4672
650856,867,1,27/04/2015,482,1,1,0,0,6028
237540,295,1,11/02/2013,225,1,0,0,0,2112
517376,222,3,13/03/2013,500,1,0,0,0,4042
704417,658,4,01/08/2013,689,1,1,0,1,6910
289268,122,2,23/06/2015,778,1,0,0,0,6309
415408,179,6,03/05/2014,985,1,0,0,0,7721
212015,320,7,17/08/2014,0,0,0,0,0,0
656234,540,6,22/03/2014,385,1,0,0,0,4302
95486,484,4,13/11/2014,725,1,1,0,0,7727
240768,255,7,04/08/2013,0,0,0,0,0,0
444093,149,4,15/08/2013,0,0,1,a,1,0
707338,1068,1,09/12/2013,263,1,0,0,0,3521
627215,779,4,01/08/2013,783,1,1,0,1,7445
637092,209,4,09/05/2013,146,1,0,a,0,1241
193035,1113,7,06/07/2014,0,0,0,0,0,0
131569,318,3,13/05/2015,761,1,0,0,0,7507
54050,1026,3,08/10/2014,1099,1,1,0,1,9608
13913,691,1,16/06/2014,768,1,1,0,0,10670
540310,1066,7,30/03/2014,0,0,0,0,0,0
554745,1074,6,23/11/2013,552,1,0,0,0,4503
123136,457,4,16/04/2015,452,1,1,0,0,5380
347597,303,6,10/08/2013,528,1,0,0,0,4667
147072,350,2,19/03/2013,539,1,1,0,0,8019
527504,546,2,14/05/2013,1743,1,1,0,0,14988
196561,382,1,28/10/2013,511,1,0,0,0,4879
54592,754,1,24/06/2013,956,1,0,0,0,7402
118570,1076,4,12/03/2015,557,1,0,0,0,3651
168513,1098,7,17/02/2013,0,0,0,0,0,0
226584,628,3,15/01/2014,694,1,0,0,0,5258
209535,179,5,02/08/2013,855,1,1,0,1,7346
334214,278,1,29/09/2014,944,1,1,0,0,9379
154264,861,2,15/10/2013,423,1,0,0,1,2761
157846,1065,5,15/11/2013,496,1,0,0,0,4286
317875,595,5,20/12/2013,2517,1,1,0,0,24764
660287,612,4,19/03/2015,380,1,1,0,0,6406
680358,478,6,05/10/2013,523,1,0,0,0,5254
671899,292,3,18/06/2014,782,1,1,0,0,6437
420592,25,2,31/12/2013,1029,1,0,0,1,9505
67674,811,7,08/06/2014,0,0,0,0,0,0
404309,291,5,05/09/2014,895,1,1,0,0,8650
541032,328,7,29/09/2013,0,0,0,0,0,0
355485,957,1,14/10/2013,891,1,0,0,0,7539
585562,1096,2,12/05/2015,620,1,0,0,0,4891
590469,852,2,26/11/2013,596,1,0,0,0,4099
656579,271,4,02/01/2014,748,1,0,0,1,6496
577633,1056,6,08/06/2013,351,1,0,0,0,3291
95744,740,5,05/09/2014,566,1,1,0,1,7632
623007,895,1,01/09/2014,990,1,1,0,1,10410
382592,202,4,11/07/2013,480,1,0,0,1,4937
543404,787,4,09/01/2014,1139,1,1,0,0,9933
117237,886,2,16/06/2015,754,1,1,0,0,7650
192493,63,3,12/11/2014,566,1,1,0,0,6196
131064,523,2,18/06/2013,2132,1,1,0,0,19334
213740,627,5,08/11/2013,556,1,1,0,0,5582
308660,261,3,01/01/2014,0,0,0,a,1,0
458370,52,3,20/02/2013,457,1,1,0,0,6923
679699,564,2,14/01/2014,352,1,0,0,0,3441
59757,27,4,14/05/2015,0,0,0,a,0,0
499545,941,3,14/05/2014,505,1,0,0,0,3964
147497,52,6,13/04/2013,518,1,0,0,0,6917
531748,226,6,30/05/2015,573,1,0,0,0,6025
388157,403,4,02/04/2015,973,1,1,0,1,10143
376080,396,5,19/09/2014,956,1,1,0,0,8482
183925,31,6,04/10/2014,710,1,0,0,0,6720
214329,18,7,01/12/2013,0,0,0,0,0,0
443484,635,4,27/06/2013,569,1,0,0,0,4939
346987,889,7,24/08/2014,0,0,0,0,0,0
382493,1020,3,17/07/2013,1203,1,1,0,1,10297
217043,290,6,08/06/2013,416,1,0,0,0,3990
200074,1045,3,11/06/2014,1080,1,0,0,0,8494
